json-customers@{"id": 1, "name": "Nick", "country": "Cyprus"}
json-customers@{"id": 2, "name": "Anna", "country": "Greece"}
json-customers@{"id": 3, "name": "Mark", "country": "USA"}
json-customers@{"id": 4, "name": "Sophia", "country": "Italy"}
json-customers@{"id": 5, "name": "David", "country": "UK"}
json-customers@{"id": 6, "name": "Maria", "country": "Spain"}
json-customers@{"id": 7, "name": "George", "country": "Germany"}
json-customers@{"id": 8, "name": "Emma", "country": "France"}
json-customers@{"id": 9, "name": "Liam", "country": "Canada"}
json-customers@{"id": 10, "name": "Olivia", "country": "Australia"}
json-customers@{"id": 11, "name": "John", "country": "USA"}
json-customers@{"id": 12, "name": "Eleni", "country": "Cyprus"}
json-customers@{"id": 13, "name": "Peter", "country": "Ireland"}
json-customers@{"id": 14, "name": "Lucas", "country": "Brazil"}
json-customers@{"id": 15, "name": "Mia", "country": "Portugal"}
json-customers@{"id": 16, "name": "Noah", "country": "USA"}
json-customers@{"id": 17, "name": "Zoe", "country": "Malta"}
json-customers@{"id": 18, "name": "Daniel", "country": "Romania"}
json-customers@{"id": 19, "name": "Eva", "country": "Hungary"}
json-customers@{"id": 20, "name": "Chris", "country": "Canada"}
json-customers@{"id": 21, "name": "Irene", "country": "Greece"}
json-customers@{"id": 22, "name": "Oliver", "country": "UK"}
json-customers@{"id": 23, "name": "Isabella", "country": "Italy"}
json-customers@{"id": 24, "name": "Alex", "country": "USA"}
json-customers@{"id": 25, "name": "Nina", "country": "Germany"}
json-customers@{"id": 26, "name": "Thomas", "country": "Austria"}
json-customers@{"id": 27, "name": "Julia", "country": "Sweden"}
json-customers@{"id": 28, "name": "Henry", "country": "Belgium"}
json-customers@{"id": 29, "name": "Amelia", "country": "Norway"}
json-customers@{"id": 30, "name": "Jason", "country": "USA"}
json-customers@{"id": 31, "name": "Katerina", "country": "Cyprus"}
json-customers@{"id": 32, "name": "Victor", "country": "Russia"}
json-customers@{"id": 33, "name": "Helena", "country": "Czech Republic"}
json-customers@{"id": 34, "name": "Samuel", "country": "USA"}
json-customers@{"id": 35, "name": "Laura", "country": "Denmark"}
json-customers@{"id": 36, "name": "Tomas", "country": "Lithuania"}
json-customers@{"id": 37, "name": "Sofia", "country": "Argentina"}
json-customers@{"id": 38, "name": "Aaron", "country": "Israel"}
json-customers@{"id": 39, "name": "Bianca", "country": "Romania"}
json-customers@{"id": 40, "name": "Mohamed", "country": "Egypt"}
json-customers@{"id": 41, "name": "Sara", "country": "Switzerland"}
json-customers@{"id": 42, "name": "Jacob", "country": "USA"}
json-customers@{"id": 43, "name": "Chloe", "country": "France"}
json-customers@{"id": 44, "name": "Ethan", "country": "Canada"}
json-customers@{"id": 45, "name": "Ava", "country": "UK"}
json-customers@{"id": 46, "name": "Leo", "country": "Finland"}
json-customers@{"id": 47, "name": "Natalia", "country": "Poland"}
json-customers@{"id": 48, "name": "Andreas", "country": "Cyprus"}
json-customers@{"id": 49, "name": "Felix", "country": "Germany"}
json-customers@{"id": 50, "name": "Stella", "country": "Greece"}
json-transactions@{"id": 608, "cust_id": 35, "create_time": "2025-11-11 20:51:28", "amount": 435.86}
json-transactions@{"id": 806, "cust_id": 24, "create_time": "2025-11-11 21:22:20", "amount": 10.91}
json-transactions@{"id": 321, "cust_id": 21, "create_time": "2025-11-11 21:23:39", "amount": 372.39}
json-transactions@{"id": 430, "cust_id": 32, "create_time": "2025-11-11 21:38:47", "amount": 47.69}
json-transactions@{"id": 238, "cust_id": 30, "create_time": "2025-11-11 21:50:43", "amount": 435.85}
json-transactions@{"id": 58, "cust_id": 49, "create_time": "2025-11-11 21:55:27", "amount": 30.44}
json-transactions@{"id": 358, "cust_id": 26, "create_time": "2025-11-11 22:26:48", "amount": 483.4}
json-transactions@{"id": 649, "cust_id": 40, "create_time": "2025-11-11 22:45:25", "amount": 25.33}
json-transactions@{"id": 345, "cust_id": 35, "create_time": "2025-11-11 22:54:54", "amount": 30.01}
json-transactions@{"id": 623, "cust_id": 45, "create_time": "2025-11-11 22:55:24", "amount": 309.1}
json-transactions@{"id": 100, "cust_id": 20, "create_time": "2025-11-11 22:59:56", "amount": 445.01}
json-transactions@{"id": 151, "cust_id": 19, "create_time": "2025-11-11 23:04:56", "amount": 93.52}
json-transactions@{"id": 137, "cust_id": 46, "create_time": "2025-11-11 23:10:12", "amount": 203.18}
json-transactions@{"id": 520, "cust_id": 16, "create_time": "2025-11-11 23:11:22", "amount": 79.02}
json-transactions@{"id": 648, "cust_id": 49, "create_time": "2025-11-11 23:11:24", "amount": 81.62}
json-transactions@{"id": 718, "cust_id": 17, "create_time": "2025-11-11 23:35:25", "amount": 293.26}
json-transactions@{"id": 848, "cust_id": 16, "create_time": "2025-11-11 23:46:30", "amount": 385.91}
json-transactions@{"id": 205, "cust_id": 36, "create_time": "2025-11-12 00:11:58", "amount": 290.02}
json-transactions@{"id": 426, "cust_id": 31, "create_time": "2025-11-12 00:34:01", "amount": 240.31}
json-transactions@{"id": 762, "cust_id": 40, "create_time": "2025-11-12 00:41:51", "amount": 424.64}
json-transactions@{"id": 214, "cust_id": 38, "create_time": "2025-11-12 00:43:04", "amount": 344.94}
json-transactions@{"id": 879, "cust_id": 2, "create_time": "2025-11-12 01:01:47", "amount": 49.16}
json-transactions@{"id": 933, "cust_id": 31, "create_time": "2025-11-12 01:09:19", "amount": 77.22}
json-transactions@{"id": 690, "cust_id": 21, "create_time": "2025-11-12 01:11:08", "amount": 497.83}
json-transactions@{"id": 207, "cust_id": 17, "create_time": "2025-11-12 01:18:51", "amount": 437.51}
json-transactions@{"id": 475, "cust_id": 30, "create_time": "2025-11-12 01:35:59", "amount": 202.35}
json-transactions@{"id": 220, "cust_id": 10, "create_time": "2025-11-12 01:38:38", "amount": 288.67}
json-transactions@{"id": 310, "cust_id": 44, "create_time": "2025-11-12 01:41:28", "amount": 241.16}
json-transactions@{"id": 185, "cust_id": 20, "create_time": "2025-11-12 01:41:32", "amount": 207.67}
json-transactions@{"id": 389, "cust_id": 29, "create_time": "2025-11-12 02:01:51", "amount": 474.69}
json-transactions@{"id": 39, "cust_id": 16, "create_time": "2025-11-12 02:08:03", "amount": 361.86}
json-transactions@{"id": 270, "cust_id": 39, "create_time": "2025-11-12 02:13:36", "amount": 355.49}
json-transactions@{"id": 761, "cust_id": 13, "create_time": "2025-11-12 02:17:45", "amount": 335.05}
json-transactions@{"id": 540, "cust_id": 47, "create_time": "2025-11-12 02:23:07", "amount": 432.53}
json-transactions@{"id": 544, "cust_id": 39, "create_time": "2025-11-12 02:25:46", "amount": 138.38}
json-transactions@{"id": 219, "cust_id": 39, "create_time": "2025-11-12 02:35:06", "amount": 169.72}
json-transactions@{"id": 95, "cust_id": 20, "create_time": "2025-11-12 02:35:32", "amount": 119.83}
json-transactions@{"id": 66, "cust_id": 39, "create_time": "2025-11-12 02:40:16", "amount": 74.96}
json-transactions@{"id": 481, "cust_id": 40, "create_time": "2025-11-12 02:41:53", "amount": 344.67}
json-transactions@{"id": 644, "cust_id": 23, "create_time": "2025-11-12 02:50:25", "amount": 440.72}
json-transactions@{"id": 293, "cust_id": 20, "create_time": "2025-11-12 03:24:35", "amount": 343.76}
json-transactions@{"id": 918, "cust_id": 10, "create_time": "2025-11-12 03:39:45", "amount": 321.38}
json-transactions@{"id": 833, "cust_id": 12, "create_time": "2025-11-12 03:41:54", "amount": 138.24}
json-transactions@{"id": 166, "cust_id": 4, "create_time": "2025-11-12 03:46:39", "amount": 259.42}
json-transactions@{"id": 19, "cust_id": 11, "create_time": "2025-11-12 03:52:38", "amount": 395.16}
json-transactions@{"id": 774, "cust_id": 17, "create_time": "2025-11-12 03:55:50", "amount": 463.16}
json-transactions@{"id": 346, "cust_id": 26, "create_time": "2025-11-12 03:59:21", "amount": 310.93}
json-transactions@{"id": 746, "cust_id": 37, "create_time": "2025-11-12 04:07:08", "amount": 122.69}
json-transactions@{"id": 357, "cust_id": 47, "create_time": "2025-11-12 04:20:13", "amount": 447.7}
json-transactions@{"id": 173, "cust_id": 19, "create_time": "2025-11-12 04:26:15", "amount": 385.48}
json-transactions@{"id": 559, "cust_id": 43, "create_time": "2025-11-12 04:36:09", "amount": 246.78}
json-transactions@{"id": 312, "cust_id": 37, "create_time": "2025-11-12 04:36:33", "amount": 87.27}
json-transactions@{"id": 487, "cust_id": 12, "create_time": "2025-11-12 04:49:23", "amount": 402.27}
json-transactions@{"id": 340, "cust_id": 16, "create_time": "2025-11-12 04:53:09", "amount": 495.09}
json-transactions@{"id": 715, "cust_id": 28, "create_time": "2025-11-12 05:03:31", "amount": 345.06}
json-transactions@{"id": 22, "cust_id": 8, "create_time": "2025-11-12 05:16:27", "amount": 401.92}
json-transactions@{"id": 510, "cust_id": 18, "create_time": "2025-11-12 05:20:07", "amount": 486.64}
json-transactions@{"id": 820, "cust_id": 41, "create_time": "2025-11-12 05:27:12", "amount": 174.63}
json-transactions@{"id": 778, "cust_id": 28, "create_time": "2025-11-12 05:50:49", "amount": 55.28}
json-transactions@{"id": 99, "cust_id": 15, "create_time": "2025-11-12 05:51:05", "amount": 489.95}
json-transactions@{"id": 17, "cust_id": 2, "create_time": "2025-11-12 06:03:21", "amount": 363.82}
json-transactions@{"id": 246, "cust_id": 2, "create_time": "2025-11-12 06:06:23", "amount": 100.4}
json-transactions@{"id": 713, "cust_id": 48, "create_time": "2025-11-12 06:10:51", "amount": 145.76}
json-transactions@{"id": 808, "cust_id": 16, "create_time": "2025-11-12 06:17:45", "amount": 318.55}
json-transactions@{"id": 499, "cust_id": 20, "create_time": "2025-11-12 06:20:12", "amount": 50.62}
json-transactions@{"id": 645, "cust_id": 19, "create_time": "2025-11-12 06:33:26", "amount": 213.99}
json-transactions@{"id": 258, "cust_id": 49, "create_time": "2025-11-12 06:33:29", "amount": 120.64}
json-transactions@{"id": 738, "cust_id": 15, "create_time": "2025-11-12 06:35:04", "amount": 114.94}
json-transactions@{"id": 888, "cust_id": 6, "create_time": "2025-11-12 06:35:07", "amount": 464.76}
json-transactions@{"id": 91, "cust_id": 12, "create_time": "2025-11-12 06:42:40", "amount": 146.85}
json-transactions@{"id": 47, "cust_id": 42, "create_time": "2025-11-12 06:51:28", "amount": 350.36}
json-transactions@{"id": 349, "cust_id": 13, "create_time": "2025-11-12 06:55:52", "amount": 260.95}
json-transactions@{"id": 828, "cust_id": 10, "create_time": "2025-11-12 07:03:59", "amount": 361.74}
json-transactions@{"id": 63, "cust_id": 34, "create_time": "2025-11-12 07:05:54", "amount": 147.65}
json-transactions@{"id": 538, "cust_id": 40, "create_time": "2025-11-12 07:10:56", "amount": 288.54}
json-transactions@{"id": 883, "cust_id": 35, "create_time": "2025-11-12 07:20:51", "amount": 161.26}
json-transactions@{"id": 409, "cust_id": 18, "create_time": "2025-11-12 07:33:59", "amount": 284.5}
json-transactions@{"id": 113, "cust_id": 14, "create_time": "2025-11-12 07:37:29", "amount": 494.11}
json-transactions@{"id": 273, "cust_id": 12, "create_time": "2025-11-12 07:48:27", "amount": 283.39}
json-transactions@{"id": 747, "cust_id": 23, "create_time": "2025-11-12 08:01:15", "amount": 397.11}
json-transactions@{"id": 821, "cust_id": 18, "create_time": "2025-11-12 08:05:29", "amount": 241.73}
json-transactions@{"id": 365, "cust_id": 7, "create_time": "2025-11-12 08:12:36", "amount": 396.04}
json-transactions@{"id": 977, "cust_id": 43, "create_time": "2025-11-12 08:20:21", "amount": 306.0}
json-transactions@{"id": 115, "cust_id": 44, "create_time": "2025-11-12 08:24:05", "amount": 406.98}
json-transactions@{"id": 614, "cust_id": 50, "create_time": "2025-11-12 08:27:57", "amount": 437.96}
json-transactions@{"id": 958, "cust_id": 2, "create_time": "2025-11-12 08:36:45", "amount": 425.02}
json-transactions@{"id": 871, "cust_id": 6, "create_time": "2025-11-12 08:50:37", "amount": 432.19}
json-transactions@{"id": 471, "cust_id": 22, "create_time": "2025-11-12 08:51:34", "amount": 376.49}
json-transactions@{"id": 139, "cust_id": 13, "create_time": "2025-11-12 08:52:49", "amount": 382.35}
json-transactions@{"id": 961, "cust_id": 21, "create_time": "2025-11-12 08:54:48", "amount": 378.54}
json-transactions@{"id": 676, "cust_id": 33, "create_time": "2025-11-12 09:03:20", "amount": 113.43}
json-transactions@{"id": 533, "cust_id": 35, "create_time": "2025-11-12 09:05:52", "amount": 51.55}
json-transactions@{"id": 327, "cust_id": 49, "create_time": "2025-11-12 09:22:07", "amount": 461.69}
json-transactions@{"id": 319, "cust_id": 27, "create_time": "2025-11-12 09:26:30", "amount": 393.06}
json-transactions@{"id": 165, "cust_id": 45, "create_time": "2025-11-12 09:29:39", "amount": 377.37}
json-transactions@{"id": 712, "cust_id": 8, "create_time": "2025-11-12 10:01:44", "amount": 201.74}
json-transactions@{"id": 522, "cust_id": 3, "create_time": "2025-11-12 10:02:18", "amount": 267.12}
json-transactions@{"id": 429, "cust_id": 21, "create_time": "2025-11-12 10:32:11", "amount": 421.94}
json-transactions@{"id": 268, "cust_id": 15, "create_time": "2025-11-12 10:38:34", "amount": 306.3}
json-transactions@{"id": 150, "cust_id": 13, "create_time": "2025-11-12 11:05:23", "amount": 61.51}
json-transactions@{"id": 168, "cust_id": 45, "create_time": "2025-11-12 11:17:39", "amount": 188.48}
json-transactions@{"id": 89, "cust_id": 50, "create_time": "2025-11-12 11:57:45", "amount": 42.2}
json-transactions@{"id": 275, "cust_id": 12, "create_time": "2025-11-12 12:25:37", "amount": 86.81}
json-transactions@{"id": 878, "cust_id": 30, "create_time": "2025-11-12 12:55:57", "amount": 137.16}
json-transactions@{"id": 231, "cust_id": 27, "create_time": "2025-11-12 12:58:17", "amount": 445.58}
json-transactions@{"id": 77, "cust_id": 21, "create_time": "2025-11-12 13:22:00", "amount": 362.8}
json-transactions@{"id": 616, "cust_id": 49, "create_time": "2025-11-12 13:46:32", "amount": 425.42}
json-transactions@{"id": 383, "cust_id": 21, "create_time": "2025-11-12 13:57:03", "amount": 29.41}
json-transactions@{"id": 596, "cust_id": 22, "create_time": "2025-11-12 13:59:38", "amount": 485.97}
json-transactions@{"id": 672, "cust_id": 47, "create_time": "2025-11-12 14:03:48", "amount": 244.8}
json-transactions@{"id": 516, "cust_id": 7, "create_time": "2025-11-12 14:28:10", "amount": 247.14}
json-transactions@{"id": 50, "cust_id": 46, "create_time": "2025-11-12 14:32:27", "amount": 288.46}
json-transactions@{"id": 968, "cust_id": 38, "create_time": "2025-11-12 14:32:55", "amount": 237.9}
json-transactions@{"id": 400, "cust_id": 17, "create_time": "2025-11-12 14:52:15", "amount": 323.82}
json-transactions@{"id": 415, "cust_id": 21, "create_time": "2025-11-12 15:13:05", "amount": 11.11}
json-transactions@{"id": 736, "cust_id": 28, "create_time": "2025-11-12 15:13:32", "amount": 10.21}
json-transactions@{"id": 917, "cust_id": 18, "create_time": "2025-11-12 15:31:59", "amount": 425.19}
json-transactions@{"id": 541, "cust_id": 4, "create_time": "2025-11-12 15:36:12", "amount": 199.54}
json-transactions@{"id": 24, "cust_id": 7, "create_time": "2025-11-12 15:40:50", "amount": 451.14}
json-transactions@{"id": 854, "cust_id": 1, "create_time": "2025-11-12 15:50:10", "amount": 302.41}
json-transactions@{"id": 252, "cust_id": 13, "create_time": "2025-11-12 15:59:10", "amount": 122.55}
json-transactions@{"id": 227, "cust_id": 8, "create_time": "2025-11-12 16:09:47", "amount": 234.14}
json-transactions@{"id": 515, "cust_id": 47, "create_time": "2025-11-12 16:19:28", "amount": 372.11}
json-transactions@{"id": 790, "cust_id": 9, "create_time": "2025-11-12 16:19:52", "amount": 111.41}
json-transactions@{"id": 858, "cust_id": 30, "create_time": "2025-11-12 16:32:22", "amount": 380.04}
json-transactions@{"id": 414, "cust_id": 12, "create_time": "2025-11-12 17:01:37", "amount": 349.07}
json-transactions@{"id": 976, "cust_id": 14, "create_time": "2025-11-12 17:08:15", "amount": 98.95}
json-transactions@{"id": 197, "cust_id": 49, "create_time": "2025-11-12 17:09:31", "amount": 482.83}
json-transactions@{"id": 913, "cust_id": 49, "create_time": "2025-11-12 17:21:02", "amount": 420.66}
json-transactions@{"id": 523, "cust_id": 45, "create_time": "2025-11-12 17:23:21", "amount": 366.07}
json-transactions@{"id": 842, "cust_id": 11, "create_time": "2025-11-12 17:34:57", "amount": 13.62}
json-transactions@{"id": 634, "cust_id": 48, "create_time": "2025-11-12 17:48:16", "amount": 386.0}
json-transactions@{"id": 702, "cust_id": 21, "create_time": "2025-11-12 18:17:32", "amount": 213.5}
json-transactions@{"id": 776, "cust_id": 33, "create_time": "2025-11-12 18:22:44", "amount": 335.43}
json-transactions@{"id": 225, "cust_id": 33, "create_time": "2025-11-12 18:58:43", "amount": 409.95}
json-transactions@{"id": 874, "cust_id": 5, "create_time": "2025-11-12 19:15:34", "amount": 86.74}
json-transactions@{"id": 410, "cust_id": 47, "create_time": "2025-11-12 19:38:44", "amount": 175.14}
json-transactions@{"id": 836, "cust_id": 29, "create_time": "2025-11-12 19:41:12", "amount": 222.3}
json-transactions@{"id": 566, "cust_id": 49, "create_time": "2025-11-12 19:46:03", "amount": 318.09}
json-transactions@{"id": 41, "cust_id": 8, "create_time": "2025-11-12 19:55:40", "amount": 212.84}
json-transactions@{"id": 952, "cust_id": 14, "create_time": "2025-11-12 20:06:32", "amount": 70.75}
json-transactions@{"id": 897, "cust_id": 27, "create_time": "2025-11-12 20:13:32", "amount": 111.95}
json-transactions@{"id": 408, "cust_id": 35, "create_time": "2025-11-12 20:20:34", "amount": 50.92}
json-transactions@{"id": 373, "cust_id": 6, "create_time": "2025-11-12 20:22:07", "amount": 202.69}
json-transactions@{"id": 826, "cust_id": 29, "create_time": "2025-11-12 20:36:29", "amount": 144.2}
json-transactions@{"id": 278, "cust_id": 47, "create_time": "2025-11-12 21:09:49", "amount": 308.04}
json-transactions@{"id": 59, "cust_id": 14, "create_time": "2025-11-12 21:15:55", "amount": 149.17}
json-transactions@{"id": 46, "cust_id": 39, "create_time": "2025-11-12 21:19:12", "amount": 306.4}
json-transactions@{"id": 822, "cust_id": 24, "create_time": "2025-11-12 21:20:53", "amount": 267.49}
json-transactions@{"id": 406, "cust_id": 14, "create_time": "2025-11-12 21:25:52", "amount": 278.35}
json-transactions@{"id": 461, "cust_id": 34, "create_time": "2025-11-12 21:27:33", "amount": 453.72}
json-transactions@{"id": 606, "cust_id": 40, "create_time": "2025-11-12 21:38:24", "amount": 336.77}
json-transactions@{"id": 593, "cust_id": 39, "create_time": "2025-11-12 22:03:23", "amount": 484.65}
json-transactions@{"id": 992, "cust_id": 48, "create_time": "2025-11-12 22:09:39", "amount": 454.14}
json-transactions@{"id": 705, "cust_id": 1, "create_time": "2025-11-12 22:19:13", "amount": 9.97}
json-transactions@{"id": 11, "cust_id": 34, "create_time": "2025-11-12 22:24:05", "amount": 440.19}
json-transactions@{"id": 802, "cust_id": 26, "create_time": "2025-11-12 22:40:03", "amount": 400.0}
json-transactions@{"id": 502, "cust_id": 5, "create_time": "2025-11-12 22:42:16", "amount": 284.5}
json-transactions@{"id": 764, "cust_id": 31, "create_time": "2025-11-12 22:46:45", "amount": 455.58}
json-transactions@{"id": 364, "cust_id": 46, "create_time": "2025-11-12 23:16:43", "amount": 110.15}
json-transactions@{"id": 942, "cust_id": 45, "create_time": "2025-11-12 23:34:43", "amount": 435.24}
json-transactions@{"id": 617, "cust_id": 21, "create_time": "2025-11-12 23:35:46", "amount": 27.89}
json-transactions@{"id": 221, "cust_id": 17, "create_time": "2025-11-12 23:44:20", "amount": 449.69}
json-transactions@{"id": 162, "cust_id": 14, "create_time": "2025-11-12 23:52:49", "amount": 326.4}
json-transactions@{"id": 235, "cust_id": 7, "create_time": "2025-11-12 23:58:24", "amount": 92.21}
json-transactions@{"id": 44, "cust_id": 10, "create_time": "2025-11-12 23:58:29", "amount": 254.66}
json-transactions@{"id": 998, "cust_id": 17, "create_time": "2025-11-13 00:12:38", "amount": 17.29}
json-transactions@{"id": 331, "cust_id": 33, "create_time": "2025-11-13 00:23:11", "amount": 84.04}
json-transactions@{"id": 482, "cust_id": 40, "create_time": "2025-11-13 00:35:19", "amount": 116.25}
json-transactions@{"id": 744, "cust_id": 37, "create_time": "2025-11-13 00:42:09", "amount": 426.07}
json-transactions@{"id": 194, "cust_id": 49, "create_time": "2025-11-13 00:43:19", "amount": 120.94}
json-transactions@{"id": 347, "cust_id": 7, "create_time": "2025-11-13 01:09:51", "amount": 460.49}
json-transactions@{"id": 932, "cust_id": 28, "create_time": "2025-11-13 01:15:03", "amount": 417.85}
json-transactions@{"id": 303, "cust_id": 50, "create_time": "2025-11-13 01:40:32", "amount": 188.69}
json-transactions@{"id": 817, "cust_id": 17, "create_time": "2025-11-13 01:43:53", "amount": 228.88}
json-transactions@{"id": 307, "cust_id": 39, "create_time": "2025-11-13 01:45:02", "amount": 135.46}
json-transactions@{"id": 982, "cust_id": 40, "create_time": "2025-11-13 01:47:40", "amount": 453.66}
json-transactions@{"id": 76, "cust_id": 21, "create_time": "2025-11-13 01:58:10", "amount": 391.54}
json-transactions@{"id": 276, "cust_id": 43, "create_time": "2025-11-13 02:15:55", "amount": 309.73}
json-transactions@{"id": 691, "cust_id": 20, "create_time": "2025-11-13 02:34:57", "amount": 375.25}
json-transactions@{"id": 43, "cust_id": 16, "create_time": "2025-11-13 02:54:45", "amount": 435.33}
json-transactions@{"id": 485, "cust_id": 13, "create_time": "2025-11-13 02:57:08", "amount": 232.96}
json-transactions@{"id": 108, "cust_id": 41, "create_time": "2025-11-13 03:03:28", "amount": 60.65}
json-transactions@{"id": 104, "cust_id": 2, "create_time": "2025-11-13 03:04:32", "amount": 373.41}
json-transactions@{"id": 432, "cust_id": 40, "create_time": "2025-11-13 03:10:52", "amount": 363.04}
